"","192","193","178","165","154","155","145","136","129","122","137","116","111","106","102","98","94","97","90","84","87","78","74","76","81","72","71","66","69","61","59","64","58","54","51","45","46","42","38","33","34","29","27","26","23","22","19","18","16","15","14","12","10","9","8","7","5","4"
"W2054516","mc192-11","mc193-11","mc178-5","mc165-14","mc154-14","mc155-12","mc145-11","mc136-14","mc129-7","mc122-14","mc137-6","mc116-14","mc111-14","mc106-16","mc102-17","mc98-18","mc94-18","mc97-19","mc90-20","mc84-15","mc87-20","mc78-24","mc74-23","mc76-26","mc81-22","mc72-25","mc71-25","mc66-29","mc69-24","mc61-26","mc59-25","mc64-37","mc58-31","mc54-27","mc51-31","mc45-30","mc46-38","mc42-22","mc38-20","mc33-24","mc34-47","mc29-80","mc27-28","mc26-62","mc23-102","mc22-87","mc19-76","mc18-65","mc16-104","mc15-127","mc14-111","mc12-71","mc10-143","mc9-234","mc8-183","mc7-257","mc5-295","mc4-27"
"W2054521","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-37","mc38-46","mc33-51","mc34-25","mc29-35","mc27-58","mc26-38","mc23-33","mc22-43","mc19-50","mc18-44","mc16-44","mc15-64","mc14-79","mc12-152","mc10-132","mc9-85","mc8-104","mc7-180","mc5-189","mc4-88"
"W2054569","mc192-10","mc193-8","mc178-1","mc165-10","mc154-4","mc155-11","mc145-1","mc136-1","mc129-4","mc122-1","mc137-1","mc116-1","mc111-2","mc106-2","mc102-3","mc98-1","mc94-4","mc97-1","mc90-8","mc84-6","mc87-5","mc78-2","mc74-4","mc76-6","mc81-4","mc72-11","mc71-6","mc66-9","mc69-6","mc61-7","mc59-4","mc64-7","mc58-9","mc54-14","mc51-6","mc45-8","mc46-5","mc42-16","mc38-17","mc33-21","mc34-17","mc29-19","mc27-22","mc26-15","mc23-10","mc22-28","mc19-33","mc18-29","mc16-23","mc15-42","mc14-34","mc12-48","mc10-58","mc9-50","mc8-74","mc7-101","mc5-18","mc4-439"
"W2054576","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-6","mc145-15","mc136-16","mc129-11","mc122-17","mc137-17","mc116-16","mc111-16","mc106-17","mc102-21","mc98-21","mc94-21","mc97-20","mc90-24","mc84-13","mc87-24","mc78-26","mc74-29","mc76-28","mc81-23","mc72-27","mc71-33","mc66-32","mc69-25","mc61-30","mc59-30","mc64-30","mc58-34","mc54-36","mc51-36","mc45-34","mc46-41","mc42-31","mc38-24","mc33-43","mc34-56","mc29-73","mc27-46","mc26-72","mc23-83","mc22-95","mc19-84","mc18-105","mc16-123","mc15-94","mc14-85","mc12-130","mc10-173","mc9-197","mc8-272","mc7-359","mc5-217","mc4-282"
"W2054577","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-16","mc111-16","mc106-18","mc102-22","mc98-21","mc94-20","mc97-21","mc90-24","mc84-13","mc87-24","mc78-26","mc74-11","mc76-21","mc81-23","mc72-27","mc71-31","mc66-36","mc69-29","mc61-39","mc59-29","mc64-32","mc58-38","mc54-44","mc51-34","mc45-49","mc46-44","mc42-26","mc38-36","mc33-35","mc34-68","mc29-74","mc27-45","mc26-83","mc23-68","mc22-56","mc19-109","mc18-91","mc16-114","mc15-90","mc14-156","mc12-117","mc10-221","mc9-217","mc8-213","mc7-312","mc5-372","mc4-360"
"W2054582","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-45","mc38-46","mc33-51","mc34-25","mc29-35","mc27-58","mc26-31","mc23-31","mc22-49","mc19-70","mc18-49","mc16-89","mc15-48","mc14-120","mc12-203","mc10-84","mc9-170","mc8-100","mc7-184","mc5-193","mc4-47"
"W2054583","mc192-3","mc193-3","mc178-9","mc165-7","mc154-6","mc155-4","mc145-7","mc136-10","mc129-15","mc122-10","mc137-8","mc116-13","mc111-12","mc106-20","mc102-10","mc98-14","mc94-13","mc97-12","mc90-12","mc84-28","mc87-10","mc78-11","mc74-13","mc76-16","mc81-10","mc72-22","mc71-21","mc66-23","mc69-18","mc61-24","mc59-21","mc64-24","mc58-37","mc54-35","mc51-33","mc45-52","mc46-29","mc42-33","mc38-35","mc33-46","mc34-58","mc29-75","mc27-34","mc26-69","mc23-50","mc22-60","mc19-91","mc18-109","mc16-142","mc15-146","mc14-162","mc12-180","mc10-197","mc9-250","mc8-258","mc7-330","mc5-364","mc4-9"
"W2054586","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-47","mc33-56","mc34-29","mc29-38","mc27-59","mc26-37","mc23-37","mc22-35","mc19-49","mc18-50","mc16-84","mc15-54","mc14-82","mc12-138","mc10-85","mc9-106","mc8-114","mc7-194","mc5-205","mc4-138"
"W2054599","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-15","mc122-10","mc137-8","mc116-7","mc111-12","mc106-12","mc102-10","mc98-14","mc94-13","mc97-12","mc90-12","mc84-28","mc87-10","mc78-11","mc74-13","mc76-16","mc81-10","mc72-22","mc71-21","mc66-23","mc69-18","mc61-24","mc59-21","mc64-19","mc58-27","mc54-25","mc51-26","mc45-24","mc46-29","mc42-50","mc38-58","mc33-67","mc34-41","mc29-46","mc27-82","mc26-53","mc23-75","mc22-77","mc19-61","mc18-62","mc16-77","mc15-112","mc14-164","mc12-190","mc10-92","mc9-137","mc8-163","mc7-149","mc5-273","mc4-133"
"W2054602","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-6","mc136-6","mc129-3","mc122-5","mc137-4","mc116-6","mc111-7","mc106-7","mc102-7","mc98-7","mc94-3","mc97-7","mc90-3","mc84-10","mc87-3","mc78-8","mc74-10","mc76-3","mc81-9","mc72-4","mc71-2","mc66-3","mc69-4","mc61-2","mc59-5","mc64-2","mc58-3","mc54-3","mc51-10","mc45-11","mc46-14","mc42-2","mc38-1","mc33-6","mc34-8","mc29-6","mc27-6","mc26-10","mc23-14","mc22-11","mc19-11","mc18-5","mc16-2","mc15-26","mc14-30","mc12-20","mc10-23","mc9-45","mc8-39","mc7-71","mc5-34","mc4-463"
"W2054616","mc192-6","mc193-5","mc178-9","mc165-3","mc154-6","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-13","mc116-9","mc111-18","mc106-19","mc102-19","mc98-22","mc94-22","mc97-24","mc90-10","mc84-19","mc87-9","mc78-30","mc74-24","mc76-23","mc81-26","mc72-31","mc71-30","mc66-34","mc69-32","mc61-35","mc59-36","mc64-25","mc58-38","mc54-31","mc51-45","mc45-41","mc46-47","mc42-47","mc38-36","mc33-35","mc34-60","mc29-51","mc27-87","mc26-92","mc23-47","mc22-60","mc19-116","mc18-93","mc16-68","mc15-87","mc14-13","mc12-5","mc10-3","mc9-16","mc8-207","mc7-27","mc5-388","mc4-356"
"W2054618","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-36","mc69-26","mc61-39","mc59-31","mc64-31","mc58-38","mc54-44","mc51-34","mc45-49","mc46-42","mc42-26","mc38-27","mc33-35","mc34-55","mc29-76","mc27-41","mc26-66","mc23-62","mc22-91","mc19-117","mc18-94","mc16-139","mc15-156","mc14-97","mc12-115","mc10-192","mc9-232","mc8-259","mc7-332","mc5-355","mc4-346"
"W2054620","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-14","mc66-12","mc69-10","mc61-18","mc59-19","mc64-11","mc58-13","mc54-20","mc51-18","mc45-19","mc46-27","mc42-41","mc38-45","mc33-57","mc34-24","mc29-42","mc27-57","mc26-39","mc23-36","mc22-47","mc19-72","mc18-39","mc16-54","mc15-105","mc14-67","mc12-158","mc10-119","mc9-148","mc8-154","mc7-154","mc5-226","mc4-305"
"W2054638","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-27","mc78-27","mc74-26","mc76-22","mc81-25","mc72-29","mc71-32","mc66-35","mc69-33","mc61-31","mc59-32","mc64-24","mc58-35","mc54-35","mc51-33","mc45-52","mc46-51","mc42-33","mc38-35","mc33-46","mc34-58","mc29-75","mc27-35","mc26-82","mc23-59","mc22-50","mc19-90","mc18-112","mc16-143","mc15-74","mc14-131","mc12-183","mc10-201","mc9-249","mc8-247","mc7-304","mc5-382","mc4-326"
"W2054642","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-16","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-16","mc45-22","mc46-26","mc42-36","mc38-41","mc33-47","mc34-23","mc29-28","mc27-53","mc26-40","mc23-42","mc22-39","mc19-47","mc18-48","mc16-59","mc15-99","mc14-123","mc12-169","mc10-109","mc9-127","mc8-150","mc7-158","mc5-227","mc4-129"
"W2054646","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-42","mc33-49","mc34-26","mc29-39","mc27-64","mc26-35","mc23-35","mc22-32","mc19-46","mc18-41","mc16-52","mc15-65","mc14-69","mc12-161","mc10-87","mc9-104","mc8-109","mc7-187","mc5-180","mc4-146"
"W2054648","mc192-3","mc193-3","mc178-9","mc165-7","mc154-6","mc155-4","mc145-7","mc136-10","mc129-15","mc122-9","mc137-8","mc116-11","mc111-12","mc106-19","mc102-10","mc98-15","mc94-16","mc97-10","mc90-14","mc84-21","mc87-12","mc78-14","mc74-14","mc76-20","mc81-14","mc72-20","mc71-17","mc66-19","mc69-17","mc61-12","mc59-22","mc64-13","mc58-26","mc54-16","mc51-17","mc45-25","mc46-24","mc42-40","mc38-45","mc33-54","mc34-33","mc29-30","mc27-56","mc26-44","mc23-44","mc22-46","mc19-69","mc18-47","mc16-38","mc15-68","mc14-68","mc12-143","mc10-117","mc9-100","mc8-120","mc7-129","mc5-271","mc4-174"
"W2054653","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-9","mc102-14","mc98-9","mc94-9","mc97-15","mc90-15","mc84-22","mc87-13","mc78-18","mc74-20","mc76-14","mc81-14","mc72-16","mc71-13","mc66-12","mc69-12","mc61-18","mc59-17","mc64-11","mc58-13","mc54-15","mc51-21","mc45-21","mc46-22","mc42-44","mc38-50","mc33-58","mc34-30","mc29-43","mc27-52","mc26-46","mc23-43","mc22-40","mc19-38","mc18-52","mc16-58","mc15-58","mc14-120","mc12-140","mc10-225","mc9-121","mc8-151","mc7-210","mc5-212","mc4-107"
"W2054654","mc192-10","mc193-8","mc178-1","mc165-10","mc154-4","mc155-11","mc145-1","mc136-1","mc129-4","mc122-1","mc137-1","mc116-1","mc111-2","mc106-2","mc102-3","mc98-1","mc94-4","mc97-1","mc90-8","mc84-6","mc87-5","mc78-10","mc74-8","mc76-8","mc81-4","mc72-9","mc71-4","mc66-9","mc69-6","mc61-4","mc59-7","mc64-3","mc58-4","mc54-6","mc51-8","mc45-9","mc46-9","mc42-1","mc38-3","mc33-2","mc34-4","mc29-9","mc27-1","mc26-5","mc23-21","mc22-12","mc19-3","mc18-12","mc16-12","mc15-14","mc14-16","mc12-29","mc10-56","mc9-74","mc8-64","mc7-33","mc5-6","mc4-427"
"W2054663","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-16","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-11","mc61-21","mc59-18","mc64-17","mc58-17","mc54-17","mc51-16","mc45-22","mc46-26","mc42-37","mc38-41","mc33-47","mc34-23","mc29-28","mc27-64","mc26-40","mc23-38","mc22-36","mc19-43","mc18-35","mc16-56","mc15-53","mc14-76","mc12-157","mc10-83","mc9-89","mc8-129","mc7-126","mc5-233","mc4-221"
"W2054664","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-16","mc45-19","mc46-26","mc42-45","mc38-46","mc33-51","mc34-25","mc29-35","mc27-58","mc26-44","mc23-31","mc22-43","mc19-48","mc18-40","mc16-89","mc15-103","mc14-55","mc12-151","mc10-109","mc9-170","mc8-100","mc7-185","mc5-193","mc4-95"
"W2054666","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-23","mc81-12","mc72-28","mc71-32","mc66-36","mc69-26","mc61-32","mc59-38","mc64-31","mc58-25","mc54-44","mc51-34","mc45-53","mc46-52","mc42-30","mc38-38","mc33-29","mc34-53","mc29-60","mc27-71","mc26-90","mc23-57","mc22-52","mc19-86","mc18-113","mc16-119","mc15-77","mc14-147","mc12-111","mc10-188","mc9-263","mc8-244","mc7-169","mc5-374","mc4-274"
"W2054676","mc192-11","mc193-11","mc178-5","mc165-14","mc154-14","mc155-12","mc145-11","mc136-14","mc129-7","mc122-14","mc137-6","mc116-14","mc111-14","mc106-16","mc102-17","mc98-18","mc94-19","mc97-19","mc90-19","mc84-16","mc87-19","mc78-23","mc74-22","mc76-25","mc81-21","mc72-24","mc71-26","mc66-28","mc69-23","mc61-29","mc59-26","mc64-35","mc58-32","mc54-28","mc51-32","mc45-28","mc46-40","mc42-21","mc38-22","mc33-22","mc34-61","mc29-83","mc27-25","mc26-78","mc23-56","mc22-83","mc19-101","mc18-69","mc16-105","mc15-123","mc14-175","mc12-80","mc10-143","mc9-176","mc8-205","mc7-259","mc5-418","mc4-264"
"W2054678","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-15","mc94-16","mc97-10","mc90-13","mc84-21","mc87-12","mc78-14","mc74-12","mc76-20","mc81-17","mc72-20","mc71-17","mc66-19","mc69-17","mc61-12","mc59-22","mc64-29","mc58-28","mc54-23","mc51-27","mc45-38","mc46-30","mc42-57","mc38-59","mc33-66","mc34-70","mc29-44","mc27-39","mc26-50","mc23-48","mc22-82","mc19-55","mc18-110","mc16-39","mc15-89","mc14-130","mc12-83","mc10-111","mc9-239","mc8-241","mc7-127","mc5-396","mc4-173"
"W2054684","mc192-6","mc193-5","mc178-11","mc165-2","mc154-8","mc155-2","mc145-9","mc136-8","mc129-18","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-17","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-17","mc71-15","mc66-17","mc69-14","mc61-34","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-21","mc42-46","mc38-56","mc33-59","mc34-24","mc29-40","mc27-62","mc26-39","mc23-73","mc22-66","mc19-113","mc18-85","mc16-47","mc15-108","mc14-71","mc12-178","mc10-93","mc9-133","mc8-143","mc7-172","mc5-198","mc4-100"
"W2054688","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-16","mc136-15","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-24","mc90-22","mc84-19","mc87-23","mc78-30","mc74-25","mc76-30","mc81-29","mc72-32","mc71-30","mc66-34","mc69-34","mc61-35","mc59-35","mc64-25","mc58-39","mc54-34","mc51-41","mc45-47","mc46-34","mc42-25","mc38-32","mc33-37","mc34-54","mc29-65","mc27-40","mc26-82","mc23-65","mc22-56","mc19-95","mc18-114","mc16-103","mc15-71","mc14-173","mc12-109","mc10-189","mc9-220","mc8-267","mc7-337","mc5-316","mc4-310"
"W2054703","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-42","mc33-49","mc34-26","mc29-39","mc27-64","mc26-35","mc23-32","mc22-32","mc19-46","mc18-45","mc16-43","mc15-44","mc14-65","mc12-166","mc10-137","mc9-94","mc8-99","mc7-335","mc5-209","mc4-71"
"W2054716","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-13","mc54-15","mc51-20","mc45-20","mc46-20","mc42-41","mc38-52","mc33-61","mc34-30","mc29-43","mc27-52","mc26-46","mc23-41","mc22-40","mc19-89","mc18-110","mc16-145","mc15-154","mc14-87","mc12-134","mc10-182","mc9-252","mc8-219","mc7-131","mc5-165","mc4-75"
"W2054718","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-31","mc69-26","mc61-32","mc59-31","mc64-31","mc58-36","mc54-39","mc51-35","mc45-33","mc46-43","mc42-30","mc38-25","mc33-44","mc34-57","mc29-72","mc27-65","mc26-80","mc23-87","mc22-61","mc19-117","mc18-108","mc16-135","mc15-144","mc14-137","mc12-104","mc10-166","mc9-219","mc8-250","mc7-354","mc5-386","mc4-233"
"W2054725","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-16","mc136-15","mc129-8","mc122-18","mc137-14","mc116-19","mc111-19","mc106-21","mc102-20","mc98-23","mc94-25","mc97-23","mc90-23","mc84-18","mc87-22","mc78-29","mc74-27","mc76-29","mc81-28","mc72-30","mc71-28","mc66-26","mc69-30","mc61-37","mc59-33","mc64-21","mc58-40","mc54-40","mc51-39","mc45-44","mc46-50","mc42-35","mc38-26","mc33-40","mc34-62","mc29-59","mc27-38","mc26-87","mc23-58","mc22-102","mc19-110","mc18-88","mc16-116","mc15-79","mc14-177","mc12-97","mc10-199","mc9-194","mc8-242","mc7-301",NA,NA
"W2054726","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-21","mc97-20","mc90-25","mc84-13","mc87-24","mc78-26","mc74-29","mc76-28","mc81-23","mc72-27","mc71-33","mc66-32","mc69-28","mc61-33","mc59-29","mc64-32","mc58-34","mc54-30","mc51-44","mc45-38","mc46-46","mc42-56","mc38-29","mc33-71","mc34-69","mc29-53","mc27-30","mc26-70","mc23-90","mc22-105","mc19-114","mc18-99","mc16-132","mc15-96","mc14-166","mc12-90","mc10-211","mc9-205","mc8-234","mc7-332","mc5-428","mc4-370"
"W2054732","mc192-3","mc193-3","mc178-9","mc165-7","mc154-6","mc155-4","mc145-7","mc136-10","mc129-15","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-10","mc98-22","mc94-22","mc97-5","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-33","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-53","mc46-52","mc42-12","mc38-34","mc33-28","mc34-39","mc29-67","mc27-83","mc26-52","mc23-76","mc22-6","mc19-12","mc18-93","mc16-26","mc15-3","mc14-13","mc12-5","mc10-3","mc9-15","mc8-289","mc7-27","mc5-51","mc4-269"
"W2054733","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-6","mc145-15","mc136-12","mc129-11","mc122-17","mc137-17","mc116-16","mc111-16","mc106-17","mc102-21","mc98-21","mc94-21","mc97-20","mc90-24","mc84-13","mc87-24","mc78-26","mc74-11","mc76-21","mc81-23","mc72-27","mc71-31","mc66-32","mc69-25","mc61-33","mc59-29","mc64-28","mc58-35","mc54-36","mc51-44","mc45-51","mc46-46","mc42-33","mc38-23","mc33-45","mc34-68","mc29-52","mc27-34","mc26-69","mc23-85","mc22-54","mc19-91","mc18-109","mc16-76","mc15-76","mc14-167","mc12-107","mc10-194","mc9-264","mc8-232","mc7-344","mc5-388","mc4-377"
"W2054735","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-16","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-29","mc45-22","mc46-48","mc42-36","mc38-56","mc33-68","mc34-43","mc29-35","mc27-64","mc26-31","mc23-32","mc22-43","mc19-70","mc18-41","mc16-46","mc15-45","mc14-75","mc12-195","mc10-213","mc9-163","mc8-164","mc7-168","mc5-309","mc4-34"
"W2056283","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-5","mc136-5","mc129-2","mc122-6","mc137-5","mc116-5","mc111-6","mc106-8","mc102-8","mc98-8","mc94-2","mc97-8","mc90-2","mc84-9","mc87-2","mc78-9","mc74-9","mc76-2","mc81-8","mc72-3","mc71-3","mc66-4","mc69-3","mc61-3","mc59-6","mc64-4","mc58-5","mc54-4","mc51-11","mc45-12","mc46-7","mc42-4","mc38-2","mc33-5","mc34-10","mc29-12","mc27-7","mc26-6","mc23-24","mc22-14","mc19-6","mc18-14","mc16-14","mc15-13","mc14-19","mc12-39","mc10-36","mc9-48","mc8-44","mc7-52","mc5-67","mc4-551"
"W2056284","mc192-9","mc193-7","mc178-3","mc165-12","mc154-1","mc155-7","mc145-4","mc136-4","mc129-5","mc122-4","mc137-3","mc116-4","mc111-5","mc106-6","mc102-5","mc98-4","mc94-7","mc97-6","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-14","mc34-14","mc29-1","mc27-17","mc26-21","mc23-7","mc22-25","mc19-27","mc18-22","mc16-29","mc15-31","mc14-41","mc12-59","mc10-45","mc9-36","mc8-11","mc7-107","mc5-108","mc4-422"
"W2056287","mc192-5","mc193-6","mc178-10","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-12","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-10","mc81-11","mc72-19","mc71-19","mc66-20","mc69-17","mc61-13","mc59-23","mc64-19","mc58-28","mc54-21","mc51-27","mc45-25","mc46-30","mc42-40","mc38-59","mc33-66","mc34-39","mc29-45","mc27-83","mc26-52","mc23-76","mc22-76","mc19-59","mc18-74","mc16-83","mc15-114","mc14-119","mc12-193","mc10-229","mc9-123","mc8-231","mc7-260","mc5-398","mc4-270"
